season,team_code,overall_winpct,last10_winpct,sos_proxy,conference_proxy,end_elo,league,o_ppp,pace,winpct,selection_prob,pred_selected,team_name
2026,UNCG,0.4642857142857143,0.2,0.47560207991242476,UNKNOWN,1136,WBB,0.9251852475581003,67.86285714285715,0.4643,0.0,0,UNC Greensboro Spartans
2026,WMU,0.36,0.4,0.45482338170556563,MAC,1136,WBB,0.8071452199801522,67.17777777777778,0.2963,0.0,0,Western Michigan Broncos
2026,DEL,0.4074074074074074,0.3,0.5050617246223476,C-USA,1134,WBB,0.8737527589792232,73.09466666666667,0.4,0.0,0,Delaware Blue Hens
2026,LONG,0.7037037037037037,0.6,0.47480149958598233,BIGSOUTH,1132,WBB,0.9689352948294638,79.78896551724138,0.6552,0.0,0,Longwood Lancers
2026,KENN,0.4,0.3,0.5142401340677203,UNKNOWN,1129,WBB,0.8609753367411664,79.41037037037037,0.4815,0.0,0,Kennesaw State Owls
2026,UMES,0.5517241379310345,0.7,0.48630095886800867,UNKNOWN,1129,WBB,0.8296328783144199,72.964,0.5333,0.0,0,Maryland-Eastern Shore Hawks
2026,CSF,0.6,0.8,0.46509447962221573,BIGWEST,1127,WBB,0.9045235212260314,81.97481481481482,0.5926,0.0,0,Cal State Fullerton Titans
2026,UTA,0.38461538461538464,0.4,0.5215892917741033,UNKNOWN,1127,WBB,0.8030682247870788,76.60275862068966,0.3448,0.0,0,Texas-Arlington Mavericks
2026,IUPUI,0.4642857142857143,0.6,0.49433379593193916,HL,1125,WBB,0.8909080464172188,72.0303448275862,0.4828,0.0,0,IU Indy Jaguars
2026,MERC,0.5714285714285714,0.4,0.4708009865171669,UNKNOWN,1125,WBB,0.9020418462016225,68.696,0.6,0.0,0,Mercer Bears
2026,FURM,0.6,0.7,0.5019253257841106,UNKNOWN,1122,WBB,0.9016032578787101,75.19172413793103,0.5517,0.0,0,Furman Paladins
2026,WGEO,0.6071428571428571,0.5,0.4430133279138584,A-SUN,1121,WBB,0.9699194235686063,73.75428571428571,0.6071,0.0,0,West Georgia Wolves
2026,APP,0.35714285714285715,0.2,0.5520630167015039,UNKNOWN,1119,WBB,0.9239393365726425,65.57379310344828,0.4138,0.0,0,Appalachian State Mountaineers
2026,IONA,0.6666666666666666,0.8,0.3907327776892994,MAAC,1119,WBB,0.8704012174306456,62.744516129032256,0.6774,0.0,0,Iona Gaels
2026,RAD,0.6071428571428571,0.8,0.46221422255905015,UNKNOWN,1117,WBB,0.8766526304175939,72.51066666666665,0.5333,0.0,0,Radford Highlanders
2026,UALR,0.46153846153846156,0.4,0.5518054679342684,UNKNOWN,1116,WBB,0.8602665311864937,70.58758620689655,0.5172,0.0,0,Arkansas-Little Rock Trojans
2026,UMBC,0.5185185185185185,0.6,0.5057602788031051,UNKNOWN,1115,WBB,0.8947055568081661,67.29241379310345,0.5517,0.0,0,Maryland-Baltimore County Retrievers
2026,EMU,0.44,0.4,0.5312754433731445,MAC,1113,WBB,0.9317373349143395,72.46518518518518,0.4444,0.0,0,Eastern Michigan Eagles
2026,UTEP,0.48148148148148145,0.4,0.48377175136485484,C-USA,1112,WBB,0.8891585421984183,70.81185185185186,0.5556,0.0,0,UTEP Miners
2026,SIE,0.48148148148148145,0.6,0.3883622443967272,MAAC,1106,WBB,0.8721666764115457,76.01333333333334,0.4074,0.0,0,Siena Saints
2026,MSM,0.48,0.5,0.4677817860300619,UNKNOWN,1105,WBB,0.8406476100106749,72.26571428571428,0.5,0.0,0,Mount Saint Mary`s Mountaineers
2026,FORD,0.38461538461538464,0.2,0.4839245477383408,A-10,1102,WBB,0.8444128691769005,70.37857142857142,0.3929,0.0,0,Fordham Rams
2026,UCR,0.36,0.4,0.539082998183448,BIGWEST,1099,WBB,0.8804444521969684,79.07448275862069,0.3793,0.0,0,UC Riverside Highlanders
2026,WICH,0.25,0.4,0.5418819324566451,AMER,1096,WBB,0.8334710971510442,72.58800000000001,0.2667,0.0,0,Wichita State Shockers
2026,NWSU,0.5185185185185185,0.5,0.5178599364542393,SLC,1094,WBB,0.9047795403575911,64.804,0.4667,0.0,0,Northwestern State Demons
2026,SAMF,0.42857142857142855,0.5,0.5264980983256845,UNKNOWN,1094,WBB,0.8731293583013399,61.881212121212116,0.4545,0.0,0,Samford Bulldogs
2026,NEV,0.2962962962962963,0.2,0.5549121062648914,MWC,1089,WBB,0.8213763908140711,71.18133333333334,0.3333,0.0,0,Nevada Wolf Pack
2026,MONT,0.2692307692307692,0.4,0.5506049204945757,BIGSKY,1088,WBB,0.8751125788051637,74.02222222222223,0.2222,0.0,0,Montana Lady Griz
2026,BUCK,0.34615384615384615,0.5,0.4912959713671858,PL,1085,WBB,0.8278373179444902,62.38285714285714,0.3571,0.0,0,Bucknell Bison
2026,GSU,0.32142857142857145,0.2,0.5516706553542354,UNKNOWN,1085,WBB,0.8999718758788787,73.56551724137931,0.3793,0.0,0,Georgia State Panthers
2026,LIP,0.32142857142857145,0.3,0.5163593543699645,A-SUN,1078,WBB,0.8765511589791618,73.21714285714286,0.3571,0.0,0,Lipscomb Bisons
2026,TXST,0.4074074074074074,0.4,0.498612055451655,UNKNOWN,1078,WBB,0.8548312528895053,77.25,0.3929,0.0,0,Texas State Bobcats
2026,MAN,0.2962962962962963,0.4,0.5361493759067195,MAAC,1077,WBB,0.8163265306122449,71.05,0.3571,0.0,0,Manhattan Lady Jaspers
2026,NMSU,0.36,0.3,0.5542333351029003,UNKNOWN,1075,WBB,0.7722289180047431,73.48857142857143,0.2857,0.0,0,New Mexico State Aggies
2026,TARL,0.44,0.4,0.5194110517723711,UNKNOWN,1067,WBB,0.8781872342019972,76.25285714285714,0.4286,0.0,0,Tarleton State Texans
2026,USA,0.4444444444444444,0.3,0.490062185815698,UNKNOWN,1058,WBB,0.8932973122202283,75.1274074074074,0.3704,0.0,0,South Alabama Jaguars
2026,ALC,0.5,0.8,0.4130290443911133,SWAC,1056,WBB,0.7943172667663638,69.544,0.56,0.0,0,Alcorn State Lady Braves
2026,WEB,0.2962962962962963,0.2,0.5613919134246471,BIGSKY,1055,WBB,0.8530032823900817,73.58615384615385,0.3077,0.0,0,Weber State Wildcats
2026,USD,0.3333333333333333,0.3,0.5242828469708912,UNKNOWN,1052,WBB,0.813204231418628,74.89290322580645,0.3226,0.0,0,San Diego Toreros
2026,OAK,0.3333333333333333,0.4,0.5298968464485706,HL,1039,WBB,0.8946750195771339,63.85,0.4062,0.0,0,Oakland Golden Grizzlies
2026,BUFF,0.11538461538461539,0.1,0.5241294710398159,MAC,1036,WBB,0.7986538537902553,71.95142857142858,0.1071,0.0,0,Buffalo Bulls
2026,DEN,0.3793103448275862,0.3,0.5554244252439385,SUMMIT,1036,WBB,0.869445864334261,72.85655172413793,0.4138,0.0,0,Denver Pioneers
2026,BU,0.34615384615384615,0.4,0.505628899469679,PL,1033,WBB,0.9429246085772635,64.83862068965517,0.3793,0.0,0,Boston University Terriers
2026,INCW,0.4230769230769231,0.3,0.5139669799308729,SLC,1032,WBB,0.9407366550223694,72.52,0.4815,0.0,0,Incarnate Word Cardinals
